출시일,요약모델,펫네임,키워드,Content
21년 03월,SM-A426,갤럭시 A42,"갤a426,sm-a426,갤럭시a42,갤a42,Galaxy,갤럭시,","출시일 : 21년 03월, 요약모델 : SM-A426, 펫네임 : 갤럭시 A42, 키워드 : 갤a426,sm-a426,갤럭시a42,갤a42,Galaxy,갤럭시,"
21년 02월,SM-A125,갤럭시 A12,"갤럭시a125,sm-a125,갤럭시a12,SM-A125,갤a12,Galaxy,갤럭시,","출시일 : 21년 02월, 요약모델 : SM-A125, 펫네임 : 갤럭시 A12, 키워드 : 갤럭시a125,sm-a125,갤럭시a12,SM-A125,갤a12,Galaxy,갤럭시,"
21년 01월,SM-A102,갤럭시 A10e,"SM-A102,갤a10e,갤럭시A10e,Galaxy,갤럭시,","출시일 : 21년 01월, 요약모델 : SM-A102, 펫네임 : 갤럭시 A10e, 키워드 : SM-A102,갤a10e,갤럭시A10e,Galaxy,갤럭시,"
21년 01월,SM-G991,갤럭시 S21,"갤럭시S21,GALAXYS21,갤S21,에스21,galaxys21,갤S991,S991,겔록시S21,갤락시S21,Galaxy,갤럭시,","출시일 : 21년 01월, 요약모델 : SM-G991, 펫네임 : 갤럭시 S21, 키워드 : 갤럭시S21,GALAXYS21,갤S21,에스21,galaxys21,갤S991,S991,겔록시S21,갤락시S21,Galaxy,갤럭시,"
21년 01월,SM-G996,갤럭시 S21+,"갤럭시S21+,S21+,S21플러스,갤21+,에스21+,S21PLUS,GALAXYS21+,GalaxyS21플러스,galaxys21+,갤21플러스,S996,갤럭시S996,갤럭시S21+,Galaxy,갤럭시,","출시일 : 21년 01월, 요약모델 : SM-G996, 펫네임 : 갤럭시 S21+, 키워드 : 갤럭시S21+,S21+,S21플러스,갤21+,에스21+,S21PLUS,GALAXYS21+,GalaxyS21플러스,galaxys21+,갤21플러스,S996,갤럭시S996,갤럭시S21+,Galaxy,갤럭시,"
21년 01월,SM-G998,갤럭시 S21 Ultra,"S21ULTRA,S21 울트라,갤럭시21Ultra,갤S21울트라,삼성갤S21울트라,갤21Ultra,에스21Ultra,S21울트라,Galaxy21울트라,s998,GALAXYS998,갤록시s21u,S21U,GalaxyS21U,Galaxy,갤럭시,","출시일 : 21년 01월, 요약모델 : SM-G998, 펫네임 : 갤럭시 S21 Ultra, 키워드 : S21ULTRA,S21 울트라,갤럭시21Ultra,갤S21울트라,삼성갤S21울트라,갤21Ultra,에스21Ultra,S21울트라,Galaxy21울트라,s998,GALAXYS998,갤록시s21u,S21U,GalaxyS21U,Galaxy,갤럭시,"
21년 01월,SM-A102,갤럭시 A10e,"갤럭시a10e,갤A10E,Galaxy,갤럭시,","출시일 : 21년 01월, 요약모델 : SM-A102, 펫네임 : 갤럭시 A10e, 키워드 : 갤럭시a10e,갤A10E,Galaxy,갤럭시,"
20년 10월,SM-G781,갤럭시 S20 FE 5G,"갤s20fe,갤럭시에스20fe,갤럭시S20FE,갤S20FE,s20 fe,Galaxy,갤럭시,","출시일 : 20년 10월, 요약모델 : SM-G781, 펫네임 : 갤럭시 S20 FE 5G, 키워드 : 갤s20fe,갤럭시에스20fe,갤럭시S20FE,갤S20FE,s20 fe,Galaxy,갤럭시,"
20년 09월,SM-F707,갤럭시 Z 플립 5G,"Z플립5G,제트플립,Z플립5g,제트플립5G,갤럭시Z플립5G,F707,GalaxyZFLIP,ZFLIP,ZFLIP,FLIP,GalaxyFlip,Z플립5G,갤럭시Z플립5G,Galaxy,갤럭시,","출시일 : 20년 09월, 요약모델 : SM-F707, 펫네임 : 갤럭시 Z 플립 5G, 키워드 : Z플립5G,제트플립,Z플립5g,제트플립5G,갤럭시Z플립5G,F707,GalaxyZFLIP,ZFLIP,ZFLIP,FLIP,GalaxyFlip,Z플립5G,갤럭시Z플립5G,Galaxy,갤럭시,"
20년 09월,SM-F916,갤럭시 Z 폴드2 5G,"Z폴드2,Z폴드2,ZFOLD2,FOLD2,fold2,지폴드2,제트폴드2,갤럭시Z폴드2,GalaxyZFold2,Galaxy폴드2,GalaxyFold2,갤럭시ZFOLD2,SM-F916,F916,갤럭시F916,GalaxyZFold2,Galaxy,갤럭시,","출시일 : 20년 09월, 요약모델 : SM-F916, 펫네임 : 갤럭시 Z 폴드2 5G, 키워드 : Z폴드2,Z폴드2,ZFOLD2,FOLD2,fold2,지폴드2,제트폴드2,갤럭시Z폴드2,GalaxyZFold2,Galaxy폴드2,GalaxyFold2,갤럭시ZFOLD2,SM-F916,F916,갤럭시F916,GalaxyZFold2,Galaxy,갤럭시,"
20년 09월,SM-T500,갤럭시 탭 A7 Wi-Fi,"삼성갤럭시탭A7와이파이,TABA7와이파이,Taba7,Galaxy,갤럭시,","출시일 : 20년 09월, 요약모델 : SM-T500, 펫네임 : 갤럭시 탭 A7 Wi-Fi, 키워드 : 삼성갤럭시탭A7와이파이,TABA7와이파이,Taba7,Galaxy,갤럭시,"
20년 09월,SM-T505,갤럭시 탭 A7 LTE,"삼성갤럭시탭A7lte,탭a7,탭A7LTE,Taba7,Galaxy,갤럭시,","출시일 : 20년 09월, 요약모델 : SM-T505, 펫네임 : 갤럭시 탭 A7 LTE, 키워드 : 삼성갤럭시탭A7lte,탭a7,탭A7LTE,Taba7,Galaxy,갤럭시,"
20년 09월,SM-T575,갤럭시 탭 Active3,"갤럭시탭액티브3,갤럭시탭Active3,탭Active3,Galaxy,갤럭시,","출시일 : 20년 09월, 요약모델 : SM-T575, 펫네임 : 갤럭시 탭 Active3, 키워드 : 갤럭시탭액티브3,갤럭시탭Active3,탭Active3,Galaxy,갤럭시,"
20년 08월,SM-N981,갤럭시 노트20,"노트20,갤럭시노트20,note20,갤노트20,GalaxyNote20,n981,sm-n981,SMN981,Galaxy,갤럭시,","출시일 : 20년 08월, 요약모델 : SM-N981, 펫네임 : 갤럭시 노트20, 키워드 : 노트20,갤럭시노트20,note20,갤노트20,GalaxyNote20,n981,sm-n981,SMN981,Galaxy,갤럭시,"
20년 08월,SM-N986,갤럭시 노트20 Ultra,"노트20U,갤럭시노트20울트라,note20Ultra,갤노트20울트라,GalaxyNote20ultra,N986,SM-N986,Galaxy,갤럭시,","출시일 : 20년 08월, 요약모델 : SM-N986, 펫네임 : 갤럭시 노트20 Ultra, 키워드 : 노트20U,갤럭시노트20울트라,note20Ultra,갤노트20울트라,GalaxyNote20ultra,N986,SM-N986,Galaxy,갤럭시,"
20년 08월,SM-R840,갤럭시 워치3 45mm 블루투스,"갤럭시워치3,갤럭시워치345mm,GalaxyWatch3,GalaxyWatch3,galaxywatch345,갤럭시와치3,겔럭시워치3,갤워치3,GalaxyWatch345mm,갤럭시워치345블루투스,GalaxyWatch345mmbluetooth,워치345,Galaxy,갤럭시,","출시일 : 20년 08월, 요약모델 : SM-R840, 펫네임 : 갤럭시 워치3 45mm 블루투스, 키워드 : 갤럭시워치3,갤럭시워치345mm,GalaxyWatch3,GalaxyWatch3,galaxywatch345,갤럭시와치3,겔럭시워치3,갤워치3,GalaxyWatch345mm,갤럭시워치345블루투스,GalaxyWatch345mmbluetooth,워치345,Galaxy,갤럭시,"
20년 08월,SM-R845,갤럭시 워치3 45mm LTE,"갤럭시워치3,갤럭시워치345mm,GalaxyWatch3,GalaxyWatch3,galaxywatch345,갤럭시와치3,겔럭시워치3,갤워치3,GalaxyWatch345mm,갤럭시워치345LTE,GalaxyWatch345mmLTE,워치345,Galaxy,갤럭시,","출시일 : 20년 08월, 요약모델 : SM-R845, 펫네임 : 갤럭시 워치3 45mm LTE, 키워드 : 갤럭시워치3,갤럭시워치345mm,GalaxyWatch3,GalaxyWatch3,galaxywatch345,갤럭시와치3,겔럭시워치3,갤워치3,GalaxyWatch345mm,갤럭시워치345LTE,GalaxyWatch345mmLTE,워치345,Galaxy,갤럭시,"
20년 08월,SM-R850,갤럭시 워치3 41mm 블루투스,"갤럭시워치3,갤럭시워치341mm,GalaxyWatch3,GalaxyWatch3,galaxywatch341,갤럭시와치3,겔럭시워치3,갤워치3,GalaxyWatch341mm,갤럭시워치341블루투스,GalaxyWatch341mmbluetooth,워치341,Galaxy,갤럭시,","출시일 : 20년 08월, 요약모델 : SM-R850, 펫네임 : 갤럭시 워치3 41mm 블루투스, 키워드 : 갤럭시워치3,갤럭시워치341mm,GalaxyWatch3,GalaxyWatch3,galaxywatch341,갤럭시와치3,겔럭시워치3,갤워치3,GalaxyWatch341mm,갤럭시워치341블루투스,GalaxyWatch341mmbluetooth,워치341,Galaxy,갤럭시,"
20년 08월,SM-R855,갤럭시 워치3 41mm LTE,"갤럭시워치3,갤럭시워치341mm,GalaxyWatch3,GalaxyWatch3,galaxywatch341,갤럭시와치3,겔럭시워치3,갤워치3,GalaxyWatch341mm,갤럭시워치341LTE,GalaxyWatch341mmLTE,워치341,Galaxy,갤럭시,","출시일 : 20년 08월, 요약모델 : SM-R855, 펫네임 : 갤럭시 워치3 41mm LTE, 키워드 : 갤럭시워치3,갤럭시워치341mm,GalaxyWatch3,GalaxyWatch3,galaxywatch341,갤럭시와치3,겔럭시워치3,갤워치3,GalaxyWatch341mm,갤럭시워치341LTE,GalaxyWatch341mmLTE,워치341,Galaxy,갤럭시,"
20년 07월,SM-A217,갤럭시 A21s,"갤럭시A21S,A21S,GalaxyA21,Galaxya21,A217,갤럭시a21,Galaxy,갤럭시,","출시일 : 20년 07월, 요약모델 : SM-A217, 펫네임 : 갤럭시 A21s, 키워드 : 갤럭시A21S,A21S,GalaxyA21,Galaxya21,A217,갤럭시a21,Galaxy,갤럭시,"
20년 05월,SM-A315,갤럭시 A31,"갤럭시A31,GALAXYA31,A315,갤럭시31,갤A31,Galaxy,갤럭시,","출시일 : 20년 05월, 요약모델 : SM-A315, 펫네임 : 갤럭시 A31, 키워드 : 갤럭시A31,GALAXYA31,A315,갤럭시31,갤A31,Galaxy,갤럭시,"
20년 05월,SM-A516,갤럭시 A51 5G,"갤럭시A51,A515G,GalaxyA51,GalaxyA51,A516,갤A51,A515G,Galaxy,갤럭시,","출시일 : 20년 05월, 요약모델 : SM-A516, 펫네임 : 갤럭시 A51 5G, 키워드 : 갤럭시A51,A515G,GalaxyA51,GalaxyA51,A516,갤A51,A515G,Galaxy,갤럭시,"
20년 05월,SM-A716,갤럭시 A 퀀텀,"갤럭시A퀀텀,A퀀텀,갤퀀텀A,갤럭시AQUANTUM,AQuantum,갤A퀀텀,Galaxy,갤럭시,","출시일 : 20년 05월, 요약모델 : SM-A716, 펫네임 : 갤럭시 A 퀀텀, 키워드 : 갤럭시A퀀텀,A퀀텀,갤퀀텀A,갤럭시AQUANTUM,AQuantum,갤A퀀텀,Galaxy,갤럭시,"
20년 04월,SM-P610,갤럭시 탭 S6 Lite Wi-Fi,"갤럭시탭S6,TABS6,TABS6LITE,S6LITE,S6lite,s6라이트,탭S6라이트,갤탭s6,갤탭s6lite,P610,Galaxy,갤럭시,","출시일 : 20년 04월, 요약모델 : SM-P610, 펫네임 : 갤럭시 탭 S6 Lite Wi-Fi, 키워드 : 갤럭시탭S6,TABS6,TABS6LITE,S6LITE,S6lite,s6라이트,탭S6라이트,갤탭s6,갤탭s6lite,P610,Galaxy,갤럭시,"
20년 04월,SM-P615,갤럭시 탭 S6 Lite LTE,"갤럭시탭S6,TABS6,TABS6LITE,S6LITE,S6lite,s6라이트,탭S6라이트,갤탭s6,갤탭s6lite,P615,Galaxy,갤럭시,","출시일 : 20년 04월, 요약모델 : SM-P615, 펫네임 : 갤럭시 탭 S6 Lite LTE, 키워드 : 갤럭시탭S6,TABS6,TABS6LITE,S6LITE,S6lite,s6라이트,탭S6라이트,갤탭s6,갤탭s6lite,P615,Galaxy,갤럭시,"
20년 03월,SM-G981,갤럭시 S20,"SM-G981,갤럭시S20,GALAXYS20,갤S20,에스20,galaxys20,갤G981,G981,겔록시S20,겔락시S20,겔럭시S20,Galaxy,갤럭시,","출시일 : 20년 03월, 요약모델 : SM-G981, 펫네임 : 갤럭시 S20, 키워드 : SM-G981,갤럭시S20,GALAXYS20,갤S20,에스20,galaxys20,갤G981,G981,겔록시S20,겔락시S20,겔럭시S20,Galaxy,갤럭시,"
20년 03월,SM-G986,갤럭시 S20+,"SM-G986,갤럭시S20+,S20+,S20플러스,갤20+,에스20+,S20PLUS,GALAXYS20+,GalaxyS20플러스,galaxys20+,갤20플러스,G986,갤럭시G986,갤럭시S20+,Galaxy,갤럭시,","출시일 : 20년 03월, 요약모델 : SM-G986, 펫네임 : 갤럭시 S20+, 키워드 : SM-G986,갤럭시S20+,S20+,S20플러스,갤20+,에스20+,S20PLUS,GALAXYS20+,GalaxyS20플러스,galaxys20+,갤20플러스,G986,갤럭시G986,갤럭시S20+,Galaxy,갤럭시,"
20년 03월,SM-G988,갤럭시 S20 Ultra,"SM-G988,갤럭시20Ultra,갤S20울트라,삼성갤S20울트라,갤20Ultra,에스20Ultra,S20울트라,Galaxy20울트라,g988,GALAXYG988,갤록시s20u,S20U,GalaxyS20U,Galaxy,갤럭시,","출시일 : 20년 03월, 요약모델 : SM-G988, 펫네임 : 갤럭시 S20 Ultra, 키워드 : SM-G988,갤럭시20Ultra,갤S20울트라,삼성갤S20울트라,갤20Ultra,에스20Ultra,S20울트라,Galaxy20울트라,g988,GALAXYG988,갤록시s20u,S20U,GalaxyS20U,Galaxy,갤럭시,"
20년 02월,SM-F700,갤럭시 Z 플립,"Z플립,제트플립,갤럭시Z플립,F700,GalaxyZFLIP,ZFLIP,ZFLIP,FLIP,GalaxyFlip,제트플립,갤럭시제트플립,에프700,Zflip,flip,플맆,지플립,Galaxy,갤럭시,","출시일 : 20년 02월, 요약모델 : SM-F700, 펫네임 : 갤럭시 Z 플립, 키워드 : Z플립,제트플립,갤럭시Z플립,F700,GalaxyZFLIP,ZFLIP,ZFLIP,FLIP,GalaxyFlip,제트플립,갤럭시제트플립,에프700,Zflip,flip,플맆,지플립,Galaxy,갤럭시,"
20년 02월,SM-T866,갤럭시 탭 S6 5G,"탭S6,GalaxyTABS6,S65G,TabS6,T866,탭S866,갤탭S6,갤럭시탭S6,Galaxy,갤럭시,","출시일 : 20년 02월, 요약모델 : SM-T866, 펫네임 : 갤럭시 탭 S6 5G, 키워드 : 탭S6,GalaxyTABS6,S65G,TabS6,T866,탭S866,갤탭S6,갤럭시탭S6,Galaxy,갤럭시,"
19년 11월,SM-A805,갤럭시 A80,"갤럭시A80,갤럭시A80,A805,GalaxyA80,Galaxy,갤럭시,","출시일 : 19년 11월, 요약모델 : SM-A805, 펫네임 : 갤럭시 A80, 키워드 : 갤럭시A80,갤럭시A80,A805,GalaxyA80,Galaxy,갤럭시,"
19년 09월,SM-A908,갤럭시 A90 5G,"갤럭시A90,A905G,A905G,갤A90,A908,갤럭시 A 90,A905G,A905G,갤 A90,갤럭시A90 5G,Galaxy,갤럭시,","출시일 : 19년 09월, 요약모델 : SM-A908, 펫네임 : 갤럭시 A90 5G, 키워드 : 갤럭시A90,A905G,A905G,갤A90,A908,갤럭시 A 90,A905G,A905G,갤 A90,갤럭시A90 5G,Galaxy,갤럭시,"
19년 09월,SM-F907,갤럭시 폴드,"갤럭시폴드,Z폴드1,제트폴드,FOLD,fold1,zfold,GalaxyZFOLD,GalaxyFOLD,갤폴드1,갤Fold,ZFold,갤럭시fold,F907,Galaxy,갤럭시,","출시일 : 19년 09월, 요약모델 : SM-F907, 펫네임 : 갤럭시 폴드, 키워드 : 갤럭시폴드,Z폴드1,제트폴드,FOLD,fold1,zfold,GalaxyZFOLD,GalaxyFOLD,갤폴드1,갤Fold,ZFold,갤럭시fold,F907,Galaxy,갤럭시,"
19년 09월,SM-R820,갤럭시 워치 액티브2 44mm 블루투스,"갤럭시워치액티브2,갤럭시워치액티브2,워치액티브2,WATCHActive2,Active2,galaxywatchactive2,watchactive2,워치Active2,액티브244mm,active244,R820,Galaxy,갤럭시,워치2,갤 워치2,갤럭시 워치2,","출시일 : 19년 09월, 요약모델 : SM-R820, 펫네임 : 갤럭시 워치 액티브2 44mm 블루투스, 키워드 : 갤럭시워치액티브2,갤럭시워치액티브2,워치액티브2,WATCHActive2,Active2,galaxywatchactive2,watchactive2,워치Active2,액티브244mm,active244,R820,Galaxy,갤럭시,워치2,갤 워치2,갤럭시 워치2,"
19년 09월,SM-R825,갤럭시 워치 액티브2 44mm LTE,"갤럭시워치액티브2,갤럭시워치액티브2,워치액티브2,WATCHActive2,Active2,galaxywatchactive2,watchactive2,워치Active2,액티브244mm,active244,R825,Galaxy,갤럭시,워치2,갤 워치2,갤럭시 워치2,","출시일 : 19년 09월, 요약모델 : SM-R825, 펫네임 : 갤럭시 워치 액티브2 44mm LTE, 키워드 : 갤럭시워치액티브2,갤럭시워치액티브2,워치액티브2,WATCHActive2,Active2,galaxywatchactive2,watchactive2,워치Active2,액티브244mm,active244,R825,Galaxy,갤럭시,워치2,갤 워치2,갤럭시 워치2,"
19년 09월,SM-R830,갤럭시 워치 액티브2 40mm 블루투스,"갤럭시워치액티브2,갤럭시워치액티브2,워치액티브2,WATCHActive2,Active2,galaxywatchactive2,watchactive2,워치Active2,액티브240mm,active240,R830,Galaxy,갤럭시,워치2,갤 워치2,갤럭시 워치2,","출시일 : 19년 09월, 요약모델 : SM-R830, 펫네임 : 갤럭시 워치 액티브2 40mm 블루투스, 키워드 : 갤럭시워치액티브2,갤럭시워치액티브2,워치액티브2,WATCHActive2,Active2,galaxywatchactive2,watchactive2,워치Active2,액티브240mm,active240,R830,Galaxy,갤럭시,워치2,갤 워치2,갤럭시 워치2,"
19년 09월,SM-R835,갤럭시 워치 액티브2 40mm LTE,"갤럭시워치액티브2,갤럭시워치액티브2,워치액티브2,WATCHActive2,Active2,galaxywatchactive2,watchactive2,워치Active2,액티브240mm,active240,R835,Galaxy,갤럭시,워치2,갤 워치2,갤럭시 워치2,","출시일 : 19년 09월, 요약모델 : SM-R835, 펫네임 : 갤럭시 워치 액티브2 40mm LTE, 키워드 : 갤럭시워치액티브2,갤럭시워치액티브2,워치액티브2,WATCHActive2,Active2,galaxywatchactive2,watchactive2,워치Active2,액티브240mm,active240,R835,Galaxy,갤럭시,워치2,갤 워치2,갤럭시 워치2,"
19년 08월,SM-N971,갤럭시 노트10,"NOTE10,NOTE10,GalaxyNOTE10,갤노트10,갤놋10,갤럭시노트10,겔럭시노트10,겔록시노트10,겔노트10,GalaxyNote10,Galaxy노트10,Galaxy,갤럭시,","출시일 : 19년 08월, 요약모델 : SM-N971, 펫네임 : 갤럭시 노트10, 키워드 : NOTE10,NOTE10,GalaxyNOTE10,갤노트10,갤놋10,갤럭시노트10,겔럭시노트10,겔록시노트10,겔노트10,GalaxyNote10,Galaxy노트10,Galaxy,갤럭시,"
19년 08월,SM-N976,갤럭시 노트10+,"NOTE10+,NOTE10+,GalaxyNOTE10+,갤노트10+,갤놋10+,갤럭시노트10+,겔럭시노트10+,겔록시노트10+,겔노트10+,GalaxyNote10+,Galaxy노트10+,노트10플러스,노트10plus,note10plus,Galaxy,갤럭시,","출시일 : 19년 08월, 요약모델 : SM-N976, 펫네임 : 갤럭시 노트10+, 키워드 : NOTE10+,NOTE10+,GalaxyNOTE10+,갤노트10+,갤놋10+,갤럭시노트10+,겔럭시노트10+,겔록시노트10+,겔노트10+,GalaxyNote10+,Galaxy노트10+,노트10플러스,노트10plus,note10plus,Galaxy,갤럭시,"
19년 08월,SM-T290,갤럭시 탭 A 8.0 2019 Wi-Fi,"탭a8.0,탭A8,갤럭시갤럭시탭A8.02019WiFi,Galaxy,갤럭시,","출시일 : 19년 08월, 요약모델 : SM-T290, 펫네임 : 갤럭시 탭 A 8.0 2019 Wi-Fi, 키워드 : 탭a8.0,탭A8,갤럭시갤럭시탭A8.02019WiFi,Galaxy,갤럭시,"
19년 08월,SM-T295,갤럭시 탭 A 8.0 2019 LTE,"탭a8.0,탭A8,갤럭시갤럭시탭A8.02020lte,Galaxy,갤럭시,","출시일 : 19년 08월, 요약모델 : SM-T295, 펫네임 : 갤럭시 탭 A 8.0 2019 LTE, 키워드 : 탭a8.0,탭A8,갤럭시갤럭시탭A8.02020lte,Galaxy,갤럭시,"
19년 08월,SM-T860,갤럭시 탭 S6 Wi-Fi,"갤럭시탭S6Wi-Fi,태블릿s6,탭S6WIFI,Galaxy,갤럭시,","출시일 : 19년 08월, 요약모델 : SM-T860, 펫네임 : 갤럭시 탭 S6 Wi-Fi, 키워드 : 갤럭시탭S6Wi-Fi,태블릿s6,탭S6WIFI,Galaxy,갤럭시,"
19년 08월,SM-T865,갤럭시 탭 S6 LTE,"갤럭시탭S6lte,태블릿s6,탭S6lte,Galaxy,갤럭시,","출시일 : 19년 08월, 요약모델 : SM-T865, 펫네임 : 갤럭시 탭 S6 LTE, 키워드 : 갤럭시탭S6lte,태블릿s6,탭S6lte,Galaxy,갤럭시,"
19년 07월,SM-A405,갤럭시 A40,"갤럭시A40,갤A40,갤럭시a40,갤a40,Galaxy,갤럭시,","출시일 : 19년 07월, 요약모델 : SM-A405, 펫네임 : 갤럭시 A40, 키워드 : 갤럭시A40,갤A40,갤럭시a40,갤a40,Galaxy,갤럭시,"
19년 07월,SM-M205,갤럭시 M20,"갤m20,갤M20,갤럭시M20,SM-M205,Galaxy,갤럭시,","출시일 : 19년 07월, 요약모델 : SM-M205, 펫네임 : 갤럭시 M20, 키워드 : 갤m20,갤M20,갤럭시M20,SM-M205,Galaxy,갤럭시,"
19년 06월,SM-A505,갤럭시 A50,"갤럭시A50,갤A50,갤럭시a50,Galaxy,갤럭시,","출시일 : 19년 06월, 요약모델 : SM-A505, 펫네임 : 갤럭시 A50, 키워드 : 갤럭시A50,갤A50,갤럭시a50,Galaxy,갤럭시,"
19년 06월,SM-A202,갤럭시 Jean2,"갤럭시진2,갤럭시Jean2,갤jean2,삼성진2,갤럭시진2,Galaxy,갤럭시,","출시일 : 19년 06월, 요약모델 : SM-A202, 펫네임 : 갤럭시 Jean2, 키워드 : 갤럭시진2,갤럭시Jean2,갤jean2,삼성진2,갤럭시진2,Galaxy,갤럭시,"
19년 06월,SM-P200,갤럭시 탭 A With S Pen,"갤럭시탭awithspen,탭aspen,탭a에스펜,탭AS펜,Galaxy,갤럭시,","출시일 : 19년 06월, 요약모델 : SM-P200, 펫네임 : 갤럭시 탭 A With S Pen, 키워드 : 갤럭시탭awithspen,탭aspen,탭a에스펜,탭AS펜,Galaxy,갤럭시,"
19년 05월,SM-A105,갤럭시 A10,"갤럭시A10,SM-A105N,A10,갤럭시A10,GALAXYA10,GalaxyA10,갤럭시A105,A105,겔럭시A10,GalaxyA10,Galaxy,갤럭시,","출시일 : 19년 05월, 요약모델 : SM-A105, 펫네임 : 갤럭시 A10, 키워드 : 갤럭시A10,SM-A105N,A10,갤럭시A10,GALAXYA10,GalaxyA10,갤럭시A105,A105,겔럭시A10,GalaxyA10,Galaxy,갤럭시,"
19년 05월,SM-A205,갤럭시 와이드4,"갤럭시와이드4,WIDE4,와이드4,SM-A205,갤와이드4,WIDE4,Galaxywide4,Galaxy와이드4,Galaxy,갤럭시,","출시일 : 19년 05월, 요약모델 : SM-A205, 펫네임 : 갤럭시 와이드4, 키워드 : 갤럭시와이드4,WIDE4,와이드4,SM-A205,갤와이드4,WIDE4,Galaxywide4,Galaxy와이드4,Galaxy,갤럭시,"
19년 05월,SM-T510,"갤럭시 탭 A 10.1 2019, Wi-Fi","탭a10.1,탭A8,갤럭시갤럭시탭A10.12019WiFi,Galaxy,갤럭시,","출시일 : 19년 05월, 요약모델 : SM-T510, 펫네임 : 갤럭시 탭 A 10.1 2019, Wi-Fi, 키워드 : 탭a10.1,탭A8,갤럭시갤럭시탭A10.12019WiFi,Galaxy,갤럭시,"
19년 05월,SM-T515,"갤럭시 탭 A 10.1 2019, LTE","탭a10.1,탭A8,갤럭시갤럭시탭A10.12019lte,Galaxy,갤럭시,","출시일 : 19년 05월, 요약모델 : SM-T515, 펫네임 : 갤럭시 탭 A 10.1 2019, LTE, 키워드 : 탭a10.1,탭A8,갤럭시갤럭시탭A10.12019lte,Galaxy,갤럭시,"
19년 04월,SM-A305,갤럭시 A30,"갤럭시A30,SM-A305N,A30,갤럭시A30,GALAXYA30,GalaxyA30,갤럭시A305,A305,겔럭시A30,GalaxyA30,Galaxy,갤럭시,","출시일 : 19년 04월, 요약모델 : SM-A305, 펫네임 : 갤럭시 A30, 키워드 : 갤럭시A30,SM-A305N,A30,갤럭시A30,GALAXYA30,GalaxyA30,갤럭시A305,A305,겔럭시A30,GalaxyA30,Galaxy,갤럭시,"
19년 04월,SM-T720,갤럭시 탭 S5e Wi-Fi,"갤럭시탭S5eWi-Fi,태블릿S5e,탭S5EWIFI,Galaxy,갤럭시,","출시일 : 19년 04월, 요약모델 : SM-T720, 펫네임 : 갤럭시 탭 S5e Wi-Fi, 키워드 : 갤럭시탭S5eWi-Fi,태블릿S5e,탭S5EWIFI,Galaxy,갤럭시,"
19년 04월,SM-T725,갤럭시 탭 S5e LTE,"갤럭시탭S5elte,태블릿S5elte,탭s5e,탭S5elte,Galaxy,갤럭시,","출시일 : 19년 04월, 요약모델 : SM-T725, 펫네임 : 갤럭시 탭 S5e LTE, 키워드 : 갤럭시탭S5elte,태블릿S5elte,탭s5e,탭S5elte,Galaxy,갤럭시,"
19년 03월,SM-G970,갤럭시 S10e,"SM-G970,갤럭시S10E,GALAXYS10E,갤S10e,에스10e,galaxys10e,갤G970e,G970e,겔록시S10e,갤락시S10e,갤에스10e,970E,Galaxy,갤럭시,","출시일 : 19년 03월, 요약모델 : SM-G970, 펫네임 : 갤럭시 S10e, 키워드 : SM-G970,갤럭시S10E,GALAXYS10E,갤S10e,에스10e,galaxys10e,갤G970e,G970e,겔록시S10e,갤락시S10e,갤에스10e,970E,Galaxy,갤럭시,"
19년 03월,SM-G973,갤럭시 S10,"SM-G973,갤럭시S10,GALAXYS10,갤S10,에스10,galaxys10,갤G973,G973,겔록시S10,갤락시S10,갤에스10,Galaxy,갤럭시,","출시일 : 19년 03월, 요약모델 : SM-G973, 펫네임 : 갤럭시 S10, 키워드 : SM-G973,갤럭시S10,GALAXYS10,갤S10,에스10,galaxys10,갤G973,G973,겔록시S10,갤락시S10,갤에스10,Galaxy,갤럭시,"
19년 03월,SM-G975,갤럭시 S10+,"SM-G975,갤럭시S10+,S10+,S10플러스,갤10+,에스10+,S10PLUS,GALAXYS10+,GalaxyS10플러스,galaxys10+,갤10플러스,G975,갤럭시G975,갤럭시S10+,Galaxy,갤럭시,","출시일 : 19년 03월, 요약모델 : SM-G975, 펫네임 : 갤럭시 S10+, 키워드 : SM-G975,갤럭시S10+,S10+,S10플러스,갤10+,에스10+,S10PLUS,GALAXYS10+,GalaxyS10플러스,galaxys10+,갤10플러스,G975,갤럭시G975,갤럭시S10+,Galaxy,갤럭시,"
19년 03월,SM-G977,갤럭시 S10 5G,"SM-G977,갤럭시10,갤S10,삼성갤S10,갤S10,에스10,S10,Galaxy10,G977,GALAXYG977,갤록시s10,S10,GalaxyS10,Galaxy,갤럭시,","출시일 : 19년 03월, 요약모델 : SM-G977, 펫네임 : 갤럭시 S10 5G, 키워드 : SM-G977,갤럭시10,갤S10,삼성갤S10,갤S10,에스10,S10,Galaxy10,G977,GALAXYG977,갤록시s10,S10,GalaxyS10,Galaxy,갤럭시,"
19년 03월,SM-R500,갤럭시 워치 액티브,"갤럭시워치액티브,갤럭시워치액티브,워치액티브,WATCHActive,Active,galaxywatchactive,watchactive,워치Active,액티브44mm,active44,R500,Galaxy,갤럭시,","출시일 : 19년 03월, 요약모델 : SM-R500, 펫네임 : 갤럭시 워치 액티브, 키워드 : 갤럭시워치액티브,갤럭시워치액티브,워치액티브,WATCHActive,Active,galaxywatchactive,watchactive,워치Active,액티브44mm,active44,R500,Galaxy,갤럭시,"
